t,value
1548920092,0.25202181984754496
1548920093,0.25202181984754496
1548920094,0.1213894190171629
1548920095,0.024802663395978027
1548920096,0.014591135505310732
1548920097,0.015862891017725523
1548920098,0.009574143095504225
1548920099,0.010172563129136409
1548920100,0.011568378432939437
1548920101,0.013740555794081136
1548920102,0.007742820806993702
1548920103,0.01736968015332008
1548920104,0.00398176456311595
1548920105,0.013590378933686259
1548920106,0.005841823824501668
1548920107,0.011754394024439709
1548920108,0.012983762835614391
1548920109,0.012480053214148181
1548920110,0.015258269029698108
1548920111,0.009995881121215307
1548920112,0.005761421047772093
1548920113,0.013979410855287644
1548920114,0.00779689218123161
1548920115,0.007828190825691014
1548920116,0.005888791870911954
1548920117,0.009707377820861484
1548920118,0.015735155529801932
1548920119,0.01147770443364807
1548920120,0.011945738137799205
1548920121,0.011614225455171096
1548920122,0.013754467828416073
1548920123,0.027508766839640954
1548920124,0.019453424629427514
1548920125,0.00966825790825752
1548920126,0.023723863640849604
1548920127,0.011707030092174725
1548920128,0.011707079212732827
1548920129,0.011741794445779285
1548920130,0.013470315968106036
1548920131,0.013908249879171483
1548920132,0.013549455668039265
1548920133,0.011602120840463326
1548920134,0.013908310718896961
1548920135,0.013698794501074061
1548920136,0.005853715042924996
1548920137,0.013657664200399483
1548920138,0.007812801574140762
1548920139,0.0156250812504225
1548920140,0.0117186843753675
1548920141,0.011660450081681609
1548920142,0.013562946904525683
1548920143,0.011837542102507079
1548920144,0.007835976585851211
1548920145,0.009794705480571817
1548920146,0.009717335672111011
1548920147,0.009784868901668912
1548920148,0.00974645858918437
1548920149,0.011742300357597197
1548920150,0.009746112308547057
1548920151,0.00975587205470691
1548920152,0.00581862426496035
1548920153,0.013589880456267113
1548920154,0.009924752527169112
1548920155,0.007773221136276282
1548920156,0.01367185449221826
1548920157,0.0097852012736681
1548920158,0.013590316790874604
1548920159,0.009844387979345144
1548920160,0.011613822596983037
1548920161,0.011813684770818296
1548920162,0.009697742740365986
1548920163,0.015655826322028072
1548920164,0.005842029430418147
1548920165,0.011849117545976093
1548920166,0.009668919369145617
1548920167,0.0078675539958413
1548920168,0.009736460406498375
1548920169,0.013403804276001676
1548920170,0.005836001812739976
1548920171,0.013950403169521397
1548920172,0.008711811988202652
1548920173,0.010923047497395246
1548920174,0.009785552298701075
1548920175,0.009954252104835368
1548920176,0.00971679228867404
1548920177,0.011730764649153663
1548920178,0.015703503383765784
1548920179,0.0077814163542313875
1548920180,0.0078124929687563285
1548920181,0.011579806221114096
1548920182,0.009904282980875662
1548920183,0.009765323251511528
1548920184,0.011707359909544003
1548920185,0.01372683036536775
1548920186,0.007789117070554196
1548920187,0.013644107876061427
1548920188,0.013685574259834094
1548920189,0.007757912226410088
1548920190,0.01361838470854179
1548920191,0.005876982439388407
1548920192,0.009678307311436223
1548920193,0.013937031199683335
1548920194,0.013617424366926409
1548920195,0.007820321885950327
1548920196,0.009794978591844038
1548920197,0.013630997003087442
1548920198,0.011777597945896466
1548920199,0.01167207221600099
1548920200,0.011718794531419219
1548920201,0.011648457383916754
1548920202,0.01764868621234558
1548920203,0.009834482109940963
1548920204,0.007727470010987102
1548920205,0.011742639225239828
1548920206,0.007828159450164109
1548920207,0.009795044415903165
1548920208,0.009775398443363675
1548920209,0.009462796583727551
1548920210,0.01000535838969632
1548920211,0.011813763373306151
1548920212,0.009726004176785031
1548920213,0.009612533863188093
1548920214,0.01574982365237453
1548920215,0.01145610056479126
1548920216,0.009824561562356419
1548920217,0.011660451241925744
1548920218,0.01174222976263336
1548920219,0.011706970446336895
1548920220,0.013549999529234302
1548920221,0.013671913281357188
1548920222,0.015751017591341284
1548920223,0.013603840831617
1548920224,0.011754001425675745
1548920225,0.011591248583827613
1548920226,0.013351419568094425
1548920227,0.01974849529736823
1548920228,0.01775568181818182
1548920229,0.011545548302583957
1548920230,0.011754041509632673
1548920231,0.013726787641280179
1548920232,0.019092082463915538
1548920233,0.011945762492094772
1548920234,0.015365511341927224
1548920235,0.014995155485127108
1548920236,0.021024336722655256
1548920238,0.008021050192585286
1548920240,0.02107208284153901
1548920241,0.04297868428410181
1548920242,0.025406458622594334
1548920242,0.02411269259510289
1548920243,0.026304696091113744
1548920243,0.024452177331415345
1548920244,0.024452177331415345
1548920245,0.01109731464770452
1548920246,0.01832196031115133
1548920247,0.010290470917239034
1548920248,0.013416944994929346
1548920249,0.013712986533627815
1548920250,0.008206431699589033
1548920251,0.005841637452040625
1548920252,0.00390639609921411
1548920253,0.011683705892545897
1548920254,0.007773603221560279
1548920255,0.013726804179605107
1548920256,0.011591241704751057
1548920257,0.007891431677928981
1548920258,0.011718700781456717
1548920259,0.009853977735169073
1548920260,0.015563336504435775
1548920261,0.011499824393081589
1548920262,0.013824454117651104
1548920263,0.009794665202859959
